Cluster,年齡,扶養人數,每月費用,總費用,推薦次數,平均下載量( GB),女性比例,已婚比例,流失率,主要合約類型
0,46.174956369982546,0.4829842931937173,64.19303424411981,2251.846509598604,1.9485165794066317,20.019633507853403,0.4917102966841187,0.468586387434555,0.2670157068062827,Month-to-Month
1,46.54299754299754,0.458968058968059,64.43780053547064,2273.7641474201473,1.997051597051597,20.05945945945946,0.5041769041769042,0.4972972972972973,0.25405405405405407,Month-to-Month
2,46.69764397905759,0.5235602094240838,63.628377120572395,2322.1462041884815,2.068062827225131,19.68586387434555,0.4895287958115183,0.49607329842931935,0.23298429319371727,Month-to-Month
3,46.88785046728972,0.4129141886151232,67.80955078004811,2297.8473237043327,1.7926932880203907,22.56839422259983,0.5055225148683092,0.4613423959218352,0.3322005097706032,Month-to-Month
4,46.652903225806455,0.48258064516129034,63.77775979191605,2314.447741935484,1.9703225806451612,20.878709677419355,0.472258064516129,0.5083870967741936,0.22064516129032258,Month-to-Month
